ISO_YSAMP_N,hypothesized ysamp_N,ISO_FISH_N,hypothesized old fish_N,ITEM_N,NUM,CATEGORY,GROUP,TAXON,SAMPLE_TYPE,N2_AMP,PER_N,D15N,CO2_AMP,PER_C,D13C,SD_D13C_VPDB,H2_AMP,PER_H,D2H,CO2_AREA,D18O_VSMOW,SD_D18O_VSMOW,D18O_VPDB,SD_D18O_VPDB,COMMENT,issue
SIC.TPP.2020.011,,GS.TPP.080920.MWT.001,,MA-20-33,1,VERT,FISH,GS,TISSUE,8569,14.24,7.98,3482,45.83,-30.58,,,,,,,,,,,no issue
SIC.HNM.2020.002,,CC.HNM.090120.MWT.010,,MA-20-330,1,VERT,FISH,CC,TISSUE,6740,13.77,8.98,2969,47.85,-30.34,,,,,,,,,,,no issue
SIC.HNM.2020.002,,CC.HNM.090120.MWT.011,,MA-20-331,1,VERT,FISH,CC,TISSUE,8578,14.07,9.4,3755,48.75,-31.25,,,,,,,,,,,no issue
SIC.HNM.2020.004,,NRD.HNM.100420.MWT.002,,MA-20-337,1,VERT,FISH,NRD,TISSUE,9019,14.01,9.56,3986,50.73,-33.49,,,,,,,,,,,no issue
SIC.HNM.2020.004,,NPD.HNM.100420.MWT.005,,MA-20-338,1,VERT,FISH,NPD,TISSUE,8763,14.04,7.51,3772,49,-32.1,,,,,,,,,,,no issue
SIC.HNM.2020.004,,CC.HNM.100420.MWT.002,,MA-20-339,1,VERT,FISH,CC,TISSUE,9331,14.4,8.64,3867,48.51,-31.44,,,,,,,,,,,no issue
SIC.TPP.2020.011,,GS.TPP.080920.MWT.002,,MA-20-34,1,VERT,FISH,GS,TISSUE,7730,14.25,7.14,3171,46.18,-30.32,,,,,,,,,,,no issue
SIC.HNM.2020.004,,CC.HNM.100420.MWT.003,,MA-20-340,1,VERT,FISH,CC,TISSUE,9307,14.33,9.04,3808,47.9,-29.56,,,,,,,,,,,no issue
SIC.HNM.2020.004,,NPD.HNM.100420.MWT.006,,MA-20-341,1,VERT,FISH,NPD,TISSUE,8093,13.71,8.09,3555,48.79,-33.99,,,,,,,,,,,no issue
SIC.HNM.2020.004,,NRD.HNM.100420.MWT.003,,MA-20-342,1,VERT,FISH,NRD,TISSUE,7085,14.23,9.46,3045,48.85,-33.17,,,,,,,,,,,no issue
SIC.HNM.2020.004,,NPD.HNM.100420.MWT.007,,MA-20-343,1,VERT,FISH,NPD,TISSUE,7612,14.14,8.19,3278,48.66,-32.64,,,,,,,,,,,no issue
SIC.HNM.2020.004,,CC.HNM.100420.MWT.004,,MA-20-344,1,VERT,FISH,CC,TISSUE,9414,14.27,8.46,3950,48.74,-28.16,,,,,,,,,,,no issue
SIC.HNM.2020.004,,CC.HNM.100420.MWT.005,,MA-20-345,1,VERT,FISH,CC,TISSUE,8015,14.3,8.96,3325,47.75,-31.14,,,,,,,,,,,no issue
SIC.HNM.2020.004,,CC.HNM.100420.MWT.006,,MA-20-346,1,VERT,FISH,CC,TISSUE,7700,14.32,9.24,3241,48.39,-32.52,,,,,,,,,,,no issue
SIC.HNM.2020.004,,CC.HNM.100420.MWT.007,,MA-20-347,1,VERT,FISH,CC,TISSUE,9259,14.16,8.94,3868,48.05,-30.1,,,,,,,,,,,no issue
SIC.HNM.2020.004,,NRD.HNM.100420.MWT.004,,MA-20-348,1,VERT,FISH,NRD,TISSUE,8143,13.23,8.73,3529,46.38,-32.41,,,,,,,,,,,no issue
SIC.HNM.2020.004,,NPD.HNM.100420.MWT.008,,MA-20-349,1,VERT,FISH,NPD,TISSUE,8295,14.28,7.57,3533,48.98,-32.84,,,,,,,,,,,no issue
SIC.TPP.2020.011,,CC.TPP.080920.MWT.001,,MA-20-35,1,VERT,FISH,CC,TISSUE,8970,14.22,7.01,3659,47.18,-26.79,,,,,,,,,,,no issue
SIC.HNM.2020.004,,GS.HNM.100420.MWT.013,,MA-20-350,1,VERT,FISH,GS,TISSUE,5267,9.48,9.48,2328,32.72,-31.86,,,,,,,,,,,no issue
SIC.HNM.2020.004,,NRD.HNM.100420.MWT.005,,MA-20-351,1,VERT,FISH,NRD,TISSUE,7182,14.17,8.97,3159,49.89,-33.36,,,,,,,,,,,no issue
SIC.HNM.2020.004,,NPD.HNM.100420.MWT.009,,MA-20-352,1,VERT,FISH,NPD,TISSUE,7430,13.71,8.05,3397,50.43,-34.08,,,,,,,,,,,no issue
SIC.HNM.2020.004,,NPD.HNM.100420.MWT.010,,MA-20-353,1,VERT,FISH,NPD,TISSUE,9590,13.95,9.17,4218,50.32,-34.38,,,,,,,,,,,no issue
SIC.HNM.2020.004,,NPD.HNM.100420.MWT.011,,MA-20-354,1,VERT,FISH,NPD,TISSUE,8255,14.15,8.57,3571,49.51,-32.66,,,,,,,,,,,no issue
SIC.HNM.2020.004,,NRD.HNM.100420.MWT.006,,MA-20-355,1,VERT,FISH,NRD,TISSUE,8560,14.33,9.19,3649,49.19,-33.22,,,,,,,,,,,no issue
SIC.HNM.2020.004,,NPD.HNM.100420.MWT.012,,MA-20-356,1,VERT,FISH,NPD,TISSUE,7066,13.54,7.67,3066,46.86,-32.91,,,,,,,,,,,no issue
SIC.HNM.2020.004,,FSD-NRD.HNM.100420.MWT.001,,MA-20-357,1,VERT,FISH,FSD-NRD,TISSUE,9430,13.86,9.12,4114,49.71,-32.06,,,,,,,,,,,no issue
SIC.HNM.2020.004,,FSD-NRD.HNM.100420.MWT.002,,MA-20-358,1,VERT,FISH,FSD-NRD,TISSUE,8360,13.77,9.75,3619,47.95,-33.63,,,,,,,,,,,no issue
SIC.HNM.2020.004,,FSD-NRD.HNM.100420.MWT.003,,MA-20-359,1,VERT,FISH,FSD-NRD,TISSUE,8301,14.07,9.54,3598,49.45,-33.3,,,,,,,,,,,no issue
SIC.TPP.2020.011,,GS.TPP.080920.MWT.003,,MA-20-36,1,VERT,FISH,GS,TISSUE,9647,14.85,7.26,3778,47.71,-28.45,,,,,,,,,,,no issue
SIC.HNM.2020.004,,FSD-NRD.HNM.100420.MWT.004,,MA-20-360,1,VERT,FISH,FSD-NRD,TISSUE,8497,13.61,9.51,3781,49.1,-33.12,,,,,,,,,,,no issue
SIC.HNM.2020.004,,FSD-NRD.HNM.100420.MWT.005,,MA-20-361,1,VERT,FISH,FSD-NRD,TISSUE,9443,13.61,10.05,4057,47.86,-35.53,,,,,,,,,,,no issue
SIC.HNM.2020.004,,FSD-NRD.HNM.100420.MWT.006,,MA-20-362,1,VERT,FISH,FSD-NRD,TISSUE,8972,14.14,9.21,3897,50.26,-34.16,,,,,,,,,,,no issue
SIC.HNM.2020.004,,FSD-NRD.HNM.100420.MWT.007,,MA-20-363,1,VERT,FISH,FSD-NRD,TISSUE,7993,14.26,9.24,3477,50.1,-32.02,,,,,,,,,,,no issue
SIC.HNM.2020.004,,FSD-NRD.HNM.100420.MWT.008,,MA-20-364,1,VERT,FISH,FSD-NRD,TISSUE,7730,11.4,8.94,3309,39.07,-31.38,,,,,,,,,,,no issue
SIC.HNM.2020.004,,FSD-NRDHNM.100420.MWT.009,,MA-20-365-1,1,VERT,FISH,FSD-NRD,TISSUE,9540,14.36,9.41,4042,49.5,-33.08,,,,,,,,,,,no issue
SIC.HNM.2020.004,,FSD-NRDHNM.100420.MWT.009,,MA-20-365-2,1,VERT,FISH,FSD-NRD,TISSUE,8500,13.85,8.92,3770,49.9,-32.29,,,,,,,,,,,no issue
SIC.HNM.2020.004,,FSD-NRD.HNM.100420.MWT.010,,MA-20-366,1,VERT,FISH,FSD-NRD,TISSUE,9537,14.19,9.68,4131,50.57,-33.41,,,,,,,,,,,no issue
SIC.HNM.2020.003,,CC.HNM.090420.MWT.001,,MA-20-368,1,VERT,FISH,CC,TISSUE,7253,14.05,8.5,3119,48.45,-28.68,,,,,,,,,,,no issue
SIC.HNM.2020.003,,CC.HNM.090420.MWT.002,,MA-20-369,1,VERT,FISH,CC,TISSUE,8535,14.67,8.93,3506,48.67,-29.21,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.001,,MA-20-370,1,VERT,FISH,WS,TISSUE,7452,14.66,6.11,2993,46.83,-29.8,,,,,,,,,,,no issue
SIC.HNM.2020.003,,CC.HNM.090420.MWT.003,,MA-20-371,1,VERT,FISH,CC,TISSUE,8105,14.85,8.39,3318,48.89,-27.88,,,,,,,,,,,no issue
SIC.HNM.2020.003,,CC.HNM.090420.MWT.004,,MA-20-372,1,VERT,FISH,CC,TISSUE,6119,10.89,8.54,2522,35.34,-29.01,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-1,1,VERT,FISH,WS,TISSUE,7302,14.24,5.46,3073,48.03,-30.08,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-10,1,VERT,FISH,WS,TISSUE,7608,14.85,5.45,3090,47.92,-30.39,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-11,1,VERT,FISH,WS,TISSUE,9635,14.78,5.57,3868,48.21,-30.26,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-12,1,VERT,FISH,WS,TISSUE,8960,14.43,5.48,3675,47.82,-30.41,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-13,1,VERT,FISH,WS,TISSUE,8383,14.86,5.59,3381,48.07,-30.35,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-14,1,VERT,FISH,WS,TISSUE,7999,14.2,5.48,3386,47.95,-30.59,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-15,1,VERT,FISH,WS,TISSUE,9191,14.12,5.56,3922,48.79,-30.46,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-16,1,VERT,FISH,WS,TISSUE,6769,13.33,5.44,2771,43.19,-30.38,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-17,1,VERT,FISH,WS,TISSUE,9259,14.81,5.56,3734,48.51,-30.23,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-18,1,VERT,FISH,WS,TISSUE,9700,14.37,5.58,3964,47.83,-30.2,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-19,1,VERT,FISH,WS,TISSUE,8373,14.56,5.55,3428,47.6,-30.26,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-2,1,VERT,FISH,WS,TISSUE,8668,14.62,5.53,3494,47.12,-30.34,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-20,1,VERT,FISH,WS,TISSUE,7947,14.39,5.53,3312,47.78,-30.52,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-21,1,VERT,FISH,WS,TISSUE,7987,14.58,5.49,3224,46.77,-30.3,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-22,1,VERT,FISH,WS,TISSUE,8552,14.26,5.48,3575,47.95,-30.35,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-23,1,VERT,FISH,WS,TISSUE,8539,14.46,5.47,3524,48.01,-30.31,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-24,1,VERT,FISH,WS,TISSUE,7772,14.65,5.52,3122,46.82,-29.97,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-25,1,VERT,FISH,WS,TISSUE,8109,14.41,5.51,3328,47.39,-30.36,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-3,1,VERT,FISH,WS,TISSUE,7392,14.58,5.47,2990,46.65,-30.4,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-4,1,VERT,FISH,WS,TISSUE,7852,14.42,5.54,3238,47.26,-30.48,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-5,1,VERT,FISH,WS,TISSUE,9109,14.64,5.56,3648,47.15,-30.26,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-6,1,VERT,FISH,WS,TISSUE,8898,14.5,5.53,3609,47.46,-30.25,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-7,1,VERT,FISH,WS,TISSUE,7936,14.46,5.5,3253,47.43,-30.46,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-8,1,VERT,FISH,WS,TISSUE,7332,14.57,5.51,2993,47.03,-30.47,,,,,,,,,,,no issue
SIC.HNM.2020.003,,WS.HNM.090420.MWT.002,,MA-20-373-9,1,VERT,FISH,WS,TISSUE,8530,14.58,5.53,3461,47.7,-30.33,,,,,,,,,,,no issue
SIC.HNM.2020.003,,FSD-NRD.HNM.090420.MWT.001,,MA-20-374,1,VERT,FISH,FSD-NRD,TISSUE,7859,14.23,7.54,3316,47.9,-28.81,,,,,,,,,,,no issue
SIC.HNM.2020.003,,GS.HNM.090420.MWT.001,,MA-20-375,1,VERT,FISH,GS,TISSUE,8110,14.2,7.57,3534,49.78,-29.75,,,,,,,,,,,no issue
SIC.HNM.2020.003,,FSD.HNM.090420.MWT.001,,MA-20-376,1,VERT,FISH,FSD,TISSUE,8877,14.32,7.07,3694,48.49,-30.17,,,,,,,,,,,no issue
SIC.HNM.2020.003,,FHM.HNM.090420.MWT.001,,MA-20-377,1,VERT,FISH,FHM,TISSUE,7427,14.1,7.17,3165,48.12,-28.74,,,,,,,,,,,no issue
SIC.HNM.2020.003,,GS.HNM.090420.MWT.002,,MA-20-378,1,VERT,FISH,GS,TISSUE,8560,13.58,7.76,3858,49.65,-29.66,,,,,,,,,,,no issue
SIC.HNM.2020.003,,NPD.HNM.090420.MWT.001,,MA-20-379,1,VERT,FISH,NPD,TISSUE,7912,14.28,8,3430,50.11,-30.58,,,,,,,,,,,no issue
SIC.TPP.2020.011,,GS.TPP.080920.MWT.005,,MA-20-38,1,VERT,FISH,GS,TISSUE,8478,12.89,7.16,3517,42.28,-29.78,,,,,,,,,,,no issue
SIC.HNM.2020.003,,NRD.HNM.090420.MWT.001,,MA-20-380,1,VERT,FISH,NRD,TISSUE,7707,14.43,8.34,3196,48.18,-31,,,,,,,,,,,no issue
SIC.HNM.2020.003,,GS.HNM.090420.MWT.003,,MA-20-381,1,VERT,FISH,GS,TISSUE,8091,13.94,8.1,3429,47.61,-29.81,,,,,,,,,,,no issue
SIC.HNM.2020.003,,GS.HNM.090420.MWT.004,,MA-20-382,1,VERT,FISH,GS,TISSUE,7501,14,7.54,3203,48.09,-30.02,,,,,,,,,,,no issue
SIC.HNM.2020.003,,GS.HNM.090420.MWT.005,,MA-20-383,1,VERT,FISH,GS,TISSUE,8609,14.08,7.65,3758,50.05,-29.8,,,,,,,,,,,no issue
SIC.HNM.2020.003,,CC.HNM.090420.MWT.005,,MA-20-384,1,VERT,FISH,CC,TISSUE,9471,14.49,6.88,3978,49.53,-30.2,,,,,,,,,,,no issue
SIC.HNM.2020.003,,CC.HNM.090420.MWT.006,,MA-20-385,1,VERT,FISH,CC,TISSUE,9220,14.34,6.48,3933,49.99,-28.58,,,,,,,,,,,no issue
SIC.HNM.2020.003,,FSD-NRD.HNM.090420.MWT.002,,MA-20-386,1,VERT,FISH,FSD-NRD,TISSUE,7751,13.98,7.94,3383,50.26,-29.39,,,,,,,,,,,no issue
SIC.HNM.2020.003,,CC.HNM.090420.MWT.007,,MA-20-387,1,VERT,FISH,CC,TISSUE,9100,14.55,6.86,3787,49.44,-29.14,,,,,,,,,,,no issue
SIC.HNM.2020.003,,GS.HNM.090420.MWT.006,,MA-20-388,1,VERT,FISH,GS,TISSUE,8125,14.36,6.84,3418,48.83,-30.64,,,,,,,,,,,no issue
SIC.TPP.2020.026,,NRD.TPP.080920.MWT.002,,MA-20-4,1,VERT,FISH,NRD,TISSUE,6715,12.36,5.58,3388,49.25,-28.47,,,,,,,,,,,no issue
SIC.TPP.2020.011,,GS.TPP.080920.MWT.006,,MA-20-40,1,VERT,FISH,GS,TISSUE,7955,13.83,7.2,3281,45.55,-30.14,,,,,,,,,,,no issue
SIC.TPP.2020.011,,CC.TPP.080920.MWT.002,,MA-20-41,1,VERT,FISH,CC,TISSUE,8895,14.3,6.25,3606,47.08,-27.47,,,,,,,,,,,no issue
SIC.TPP.2020.009,,NRD.TPP.080920.MWT.033,,MA-20-44,1,VERT,FISH,NRD,TISSUE,7635,14.18,6.03,3247,47.18,-27.74,,,,,,,,,,,no issue
SIC.TPP.2020.009,,NRD.TPP.080920.MWT.034,,MA-20-45,1,VERT,FISH,NRD,TISSUE,9523,13.78,7.14,3890,45.95,-27.97,,,,,,,,,,,no issue
SIC.TPP.2020.010,,BB.TPP.080920.MWT.002,,MA-20-46,1,VERT,FISH,BB,TISSUE,7749,14.09,7.47,3287,46.78,-29.31,,,,,,,,,,,no issue
SIC.TPP.2020.015,,BB.TPP.081020.MWT.002,,MA-20-49,1,VERT,FISH,BB,TISSUE,8463,14.31,7.15,3491,46.53,-28.82,,,,,,,,,,,no issue
SIC.TPP.2020.026,,NRD.TPP.080920.MWT.003,,MA-20-5,1,VERT,FISH,NRD,TISSUE,8195,14.09,6.24,3487,47.14,-29.87,,,,,,,,,,,no issue
SIC.TPP.2020.015,,BB.TPP.081020.MWT.002,,MA-20-50,1,VERT,FISH,BB,TISSUE,4846,9.34,6.79,2534,37.49,-30.77,,,,,,,,,,,no issue
SIC.TPP.2020.016,,GS.TPP.081020.MWT.001,,MA-20-51,1,VERT,FISH,GS,TISSUE,10312,15.68,7.3,4064,50.75,-29.25,,,,,,,,,,,no issue
SIC.TPP.2020.016,,GS.TPP.081020.MWT.002,,MA-20-52,1,VERT,FISH,GS,TISSUE,6408,11.82,6.73,2642,37.82,-28.64,,,,,,,,,,,no issue
SIC.TPP.2020.016,,GS.TPP.081020.MWT.003,,MA-20-53,1,VERT,FISH,GS,TISSUE,6525,13.91,7.91,2746,45.76,-29.63,,,,,,,,,,,no issue
SIC.TPP.2020.016,,GS.TPP.081020.MWT.004,,MA-20-54,1,VERT,FISH,GS,TISSUE,8777,14.75,7.04,3584,47.9,-31.63,,,,,,,,,,,no issue
SIC.TPP.2020.016,,GS.TPP.081020.MWT.005,,MA-20-55,1,VERT,FISH,GS,TISSUE,8991,13.4,6.77,3932,47.86,-32.06,,,,,,,,,,,no issue
SIC.TPP.2020.012,,GS.TPP.081120.MWT.001,,MA-20-59,1,VERT,FISH,GS,TISSUE,7465,13.75,7.73,3107,45.83,-31.93,,,,,,,,,,,no issue
SIC.TPP.2020.026,,NRD.TPP.080920.MWT.004,,MA-20-6,1,VERT,FISH,NRD,TISSUE,8264,13.98,6.84,3487,46.73,-28.24,,,,,,,,,,,no issue
SIC.TPP.2020.014,,GS.TPP.081120.MWT.005,,MA-20-66,1,VERT,FISH,GS,TISSUE,9400,14.03,7.7,3849,45.74,-31.56,,,,,,,,,,,no issue
SIC.TPP.2020.014,,GS.TPP.081120.MWT.006,,MA-20-67,1,VERT,FISH,GS,TISSUE,7846,14.2,7.16,3214,45.78,-29.78,,,,,,,,,,,no issue
SIC.TPP.2020.014,,GS.TPP.081120.MWT.007,,MA-20-68,1,VERT,FISH,GS,TISSUE,9097,14.43,8.08,3738,47.28,-31.75,,,,,,,,,,,no issue
SIC.TPP.2020.014,,GS.TPP.081120.MWT.008,,MA-20-69,1,VERT,FISH,GS,TISSUE,9041,14.32,7.77,3723,46.94,-31.08,,,,,,,,,,,no issue
SIC.TPP.2020.026,,NRD.TPP.080920.MWT.005,,MA-20-7,1,VERT,FISH,NRD,TISSUE,9054,13.33,6.24,3900,45.8,-27.67,,,,,,,,,,,no issue
SIC.TPP.2020.026,,NRD.TPP.080920.MWT.006,,MA-20-8,1,VERT,FISH,NRD,TISSUE,7378,14.41,7.43,3086,46.63,-28.5,,,,,,,,,,,no issue
SIC.TPP.2020.019,,GS.TPP.081120.MWT.020,,MA-20-84,1,VERT,FISH,GS,TISSUE,9314,14.55,7.22,3760,47.18,-28.36,,,,,,,,,,,no issue
SIC.TPP.2020.019,,NPD.TPP.081120.MWT.001,,MA-20-85,1,VERT,FISH,NPD,TISSUE,6990,12.85,3.47,3413,48.47,-35.29,,,,,,,,,,,no issue
SIC.TPP.2020.019,,GS.TPP.081120.MWT.021,,MA-20-86,1,VERT,FISH,GS,TISSUE,7278,13.74,7.6,3008,44.54,-30.41,,,,,,,,,,,no issue
SIC.TPP.2020.019,,GS.TPP.081120.MWT.022,,MA-20-87,1,VERT,FISH,GS,TISSUE,6830,13.37,7.46,2866,44.13,-31.51,,,,,,,,,,,no issue
SIC.TPP.2020.019,,GS.TPP.081120.MWT.023,,MA-20-88,1,VERT,FISH,GS,TISSUE,9574,14.32,4.47,3910,46.54,-30.12,,,,,,,,,,,no issue
SIC.TPP.2020.026,,NRD.TPP.080920.MWT.007,,MA-20-9,1,VERT,FISH,NRD,TISSUE,8734,13.95,6.85,3711,47.47,-28.03,,,,,,,,,,,no issue
SIC.TPP.2020.019,,GS.TPP.081120.MWT.025,,MA-20-90,1,VERT,FISH,GS,TISSUE,4395,7.7,7.21,1825,24.47,-31.23,,,,,,,,,,,no issue
SIC.TPP.2020.019,,GS.TPP.081120.MWT.026,,MA-20-91,1,VERT,FISH,GS,TISSUE,9614,18.26,7.84,3963,59.49,-31.12,,,,,,,,,,,no issue
SIC.TPP.2020.019,,GS.TPP.081120.MWT.027,,MA-20-92,1,VERT,FISH,GS,TISSUE,8067,13.17,7.57,3352,42.55,-31.26,,,,,,,,,,,no issue
SIC.TPP.2020.019,,WS.TPP.081120.MWT.003,,MA-20-93,1,VERT,FISH,WS,TISSUE,6915,13.76,5.11,3028,47.83,-30.74,,,,,,,,,,,no issue
SIC.TPP.2020.019,,WS.TPP.081120.MWT.004,,MA-20-94,1,VERT,FISH,WS,TISSUE,8927,13.58,5.48,3678,44.91,-30.9,,,,,,,,,,,no issue
SIC.TPP.2020.019,,WS.TPP.081120.MWT.005,,MA-20-95,1,VERT,FISH,WS,TISSUE,8087,12.98,5.68,3771,48.55,-31.37,,,,,,,,,,,no issue
SIC.TPP.2021.028,,,,MA-21-302,,VERT,FISH,GS,TISSUE,3760,13.81,7.99,1903,45.89,-31.42,,,,,,,,,,,no issue
SIC.TPP.2021.028,,,,MA-21-305,,VERT,FISH,CC,TISSUE,4684,14.02,7.81,2316,46.26,-29.37,,,,,,,,,,,no issue
SIC.TPP.2021.028,,,,MA-21-309,,VERT,FISH,GS,TISSUE,4612,14.26,7.27,2289,47.07,-30.28,,,,,,,,,,,no issue
SIC.TPP.2021.028,,,,MA-21-310,,VERT,FISH,GS,TISSUE,4805,14.19,8.52,2398,47.35,-30.97,,,,,,,,,,,no issue
SIC.TPP.2021.028,,,,MA-21-311,,VERT,FISH,GS,TISSUE,4930,14.12,8.04,2532,48.58,-31.94,,,,,,,,,,,no issue
SIC.TPP.2021.028,,,,MA-21-312,,VERT,FISH,GS,TISSUE,3913,13.82,8.53,1996,46.51,-31.6,,,,,,,,,,,no issue
SIC.TPP.2021.028,,,,MA-21-314,,VERT,FISH,GS,TISSUE,4716,14.12,7.3,2337,46.74,-28.93,,,,,,,,,,,no issue
SIC.TPP.2021.028,,,,MA-21-319,,VERT,FISH,GS,TISSUE,5112,14.28,8.28,2651,49.85,-31.73,,,,,,,,,,,no issue
SIC.TPP.2021.052,,,,MA-21-324,,VERT,FISH,WS,TISSUE,3978,13.85,5.97,2020,46.29,-30.66,,,,,,,,,,,no issue
SIC.TPP.2021.053,,,,MA-21-325,,VERT,FISH,WS,TISSUE,4760,14.16,5.74,2362,46.86,-30.91,,,,,,,,,,,no issue
SIC.TPP.2021.052,,,,MA-21-326,,VERT,FISH,CC,TISSUE,4318,14.03,7.91,2128,45.7,-28.68,,,,,,,,,,,no issue
SIC.TPP.2021.052,,,,MA-21-327,,VERT,FISH,CC,TISSUE,3849,14.03,7.16,1921,46.03,-29.55,,,,,,,,,,,no issue
SIC.TPP.2021.052,,,,MA-21-328,,VERT,FISH,CC,TISSUE,3705,13.78,8.04,1887,45.91,-28.5,,,,,,,,,,,no issue
SIC.TPP.2021.048,,,,MA-21-329,,VERT,FISH,CC,TISSUE,4157,14.26,7.49,2047,46.32,-29.93,,,,,,,,,,,no issue
SIC.TPP.2021.048,,,,MA-21-330,,VERT,FISH,GS,TISSUE,4363,14.15,4.9,2222,47.59,-32.24,,,,,,,,,,,no issue
SIC.TPP.2021.048,,GS.TPP.082221.MWT.015,,MA-21-333,,VERT,FISH,GS,TISSUE,4143,14.12,7.46,2034,45.45,-29.54,,,,,,,,,,,no issue
SIC.TPP.2021.048,,,,MA-21-334,,VERT,FISH,GS,TISSUE,4001,13.96,7.88,2076,47.54,-32.08,,,,,,,,,,,no issue
SIC.WFL.2021.027,,CS.WFL.091921.TPN.001,,MA-21-367,,VERT,FISH,CS,TISSUE,4436,13.89,8.28,2291,47.22,-29.09,,,,,,,,,,,no issue
SIC.WFL.2021.027,,CS.WFL.091921.TPN.002,,MA-21-368,,VERT,FISH,CS,TISSUE,4708,13.99,8.57,2499,49.19,-27.54,,,,,,,,,,,no issue
SIC.WFL.2021.027,,CS.WFL.091921.TPN.003,,MA-21-369,,VERT,FISH,CS,TISSUE,3868,12.83,8.15,2131,46.5,-30.14,,,,,,,,,,,no issue
SIC.WFL.2021.027,,CS.WFL.091921.TPN.004,,MA-21-370,,VERT,FISH,CS,TISSUE,3794,12.69,8.17,2022,44.19,-29.45,,,,,,,,,,,no issue
SIC.WFL.2021.027,,CS.WFL.091921.TPN.005,,MA-21-371,,VERT,FISH,CS,TISSUE,4658,13.63,9.25,2370,45.9,-26.42,,,,,,,,,,,no issue
SIC.TPP.2021.056,,,,MA-21-401,,VERT,FISH,BND,TISSUE,4266,13.37,7.36,2328,48.25,-31.51,,,,,,,,,,,no issue
SIC.TPP.2021.056,,,,MA-21-402,,VERT,FISH,BND,TISSUE,3946,13.27,6.65,2110,46.49,-28.48,,,,,,,,,,,no issue
SIC.TPP.2021.056,,,,MA-21-403,,VERT,FISH,FHM,TISSUE,3842,11.73,6.13,2008,40.16,-29.65,,,,,,,,,,,no issue
SIC.TPP.2021.056,,,,MA-21-404,,VERT,FISH,BND,TISSUE,4440,13.77,6.53,2271,46.51,-31.82,,,,,,,,,,,no issue
SIC.TPP.2021.056,,,,MA-21-405,,VERT,FISH,BB,TISSUE,4451,14.17,8.02,2201,46.23,-29.49,,,,,,,,,,,no issue
SIC.LML.2021.014,,PS.LML.092221.BEF.037,,MA-21-635,1,VERT,FISH,PS,OTOLITH,,,,,,-14.41,0,,,,66,,,-8,0,,no issue
SIC.LML.2021.014,,PS.LML.092221.BEF.039,,MA-21-637,1,VERT,FISH,PS,OTOLITH,,,,,,-14.48,0,,,,58,,,-8,0,,no issue
SIC.LML.2021.010,,PS.LML.092221.BEF.017,,MA-21-657,1,VERT,FISH,PS,OTOLITH,,,,,,-14.7,0,,,,56,,,-9,0,,no issue
SIC.LML.2021.010,,PS.LML.092221.BEF.018,,MA-21-658,1,VERT,FISH,PS,OTOLITH,,,,,,-14.94,0,,,,73,,,-8,0,,no issue
