ISO_YSAMP_N,ISO_FISH_N,ITEM_N,NUM,CATEGORY,GROUP,TAXON,SAMPLE_TYPE,N2_AMP,PER_N,D15N,CO2_AMP,PER_C,D13C,SD_D13C_VPDB,H2_AMP,PER_H,D2H,CO2_AREA,D18O_VSMOW,SD_D18O_VSMOW,D18O_VPDB,SD_D18O_VPDB,COMMENT
SIC.TPP.2021.045,BB.TPP.082221.MWT.004,MA-2021-343,,VERT,FISH,BB,TISSUE,3964,14.16,7.31,2001,46.96,-31.05,,,,,,,,,,
SIC.TPP.2021.043,NPD.TPP.082221.MWT.001,MA-2021-344,,VERT,FISH,NPD,TISSUE,4449,14.02,4.22,2347,48.69,-37.23,,,,,,,,,,
SIC.TPP.2021.045,BB.TPP.082221.MWT.003,MA-2021-345,,VERT,FISH,BB,TISSUE,5081,14.56,7.97,2489,47.47,-31.59,,,,,,,,,,
SIC.TPP.2021.043,BB.TPP.082221.MWT.001,MA-2021-346,,VERT,FISH,BB,TISSUE,4818,14.18,7.84,2429,47.56,-32.6,,,,,,,,,,
SIC.TPP.2021.045,GS.TPP.082221.MWT.008,MA-2021-347,,VERT,FISH,GS,TISSUE,4749,14.49,6.64,2341,47.25,-30.98,,,,,,,,,,
SIC.TPP.2021.043,GS.TPP.082221.MWT.003,MA-2021-348,,VERT,FISH,GS,TISSUE,4701,14.45,4.98,2339,47.37,-31.07,,,,,,,,,,
SIC.TPP.2021.045,GS.TPP.082221.MWT.009,MA-2021-349,,VERT,FISH,GS,TISSUE,4542,14.28,8.1,2335,48.44,-32.27,,,,,,,,,,
SIC.HNM.2021.027,CC.HNM.092621.MWT.013,MA-2021-35,,VERT,FISH,CC,TISSUE,4941,14.51,9.02,2372,47.59,-30.01,,,,,,,,,,
SIC.LOP.2021.024,BK.LOP.082121.MWT.001,MA-2021-350,,VERT,FISH,BK,TISSUE,4448,14.09,6.04,2239,46.87,-25.35,,,,,,,,,,
SIC.LOP.2021.042,CC.LOP.082221.MWT.005,MA-2021-351,,VERT,FISH,CC,TISSUE,4076,14.05,6.93,2010,45.37,-25.5,,,,,,,,,,
SIC.LOP.2021.038,CC.LOP.082221.MWT.003,MA-2021-352,,VERT,FISH,CC,TISSUE,4087,12.82,6.36,2024,41.53,-26.02,,,,,,,,,,
SIC.LOP.2021.041,BNM.LOP.082221.MWT.008,MA-2021-353,,VERT,FISH,BNM,TISSUE,4470,13.08,6.32,2218,42.65,-25.9,,,,,,,,,,
SIC.LOP.2021.043,CC.LOP.082221.MWT.007,MA-2021-354,,VERT,FISH,CC,TISSUE,4827,16.7,5.7,2394,54.92,-27.46,,,,,,,,,,
SIC.LOP.2021.043,CC.LOP.082221.MWT.008,MA-2021-355,,VERT,FISH,CC,TISSUE,4011,11.55,6.5,2056,38.79,-25.95,,,,,,,,,,
SIC.LOP.2021.040,BNM.LOP.082221.MWT.006,MA-2021-356,,VERT,FISH,BNM,TISSUE,4791,17.02,7.11,2502,58.64,-26.51,,,,,,,,,,
SIC.LOP.2021.033,BK.LOP.082221.MWT.002,MA-2021-357,,VERT,FISH,BK,TISSUE,3816,12.98,6.26,1980,43.82,-25.55,,,,,,,,,,
SIC.LOP.2021.033,CC.LOP.082221.MWT.001,MA-2021-358,,VERT,FISH,CC,TISSUE,3859,13.85,6.26,1972,46.11,-24.86,,,,,,,,,,
SIC.LOP.2021.042,BNM.LOP.082221.MWT.009,MA-2021-359,,VERT,FISH,BNM,TISSUE,4195,13.73,6.29,2138,45.93,-24.89,,,,,,,,,,
SIC.HNM.2021.027,CC.HNM.092621.MWT.011,MA-2021-36,,VERT,FISH,CC,TISSUE,4818,14.36,8.09,2338,47.63,-30.22,,,,,,,,,,
SIC.LOP.2021.042,BNM.LOP.082221.MWT.010,MA-2021-360,,VERT,FISH,BNM,TISSUE,4229,13.86,5.49,2167,46.54,-28.5,,,,,,,,,,
SIC.LOP.2021.038,BNM.LOP.082221.MWT.004,MA-2021-361,,VERT,FISH,BNM,TISSUE,4637,13.71,5.91,2379,46.47,-25.4,,,,,,,,,,
SIC.LOP.2021.043,BNM.LOP.082221.MWT.011,MA-2021-363,,VERT,FISH,BNM,TISSUE,4206,13.82,6.06,2217,47.91,-27.2,,,,,,,,,,
SIC.LOP.2021.036,BNM.LOP.082221.MWT.002,MA-2021-364,,VERT,FISH,BNM,TISSUE,4070,14.34,5.35,2078,47.67,-30.08,,,,,,,,,,
SIC.LOP.2021.036,BNM.LOP.082221.MWT.003,MA-2021-365,,VERT,FISH,BNM,TISSUE,3420,12.29,5.08,1739,40.35,-29.96,,,,,,,,,,
SIC.LOP.2021.034,BK.LOP.082221.MWT.003,MA-2021-366,,VERT,FISH,BK,TISSUE,3979,14.2,6.39,1985,46.07,-26.31,,,,,,,,,,
SIC.HNM.2021.027,CC.HNM.092621.MWT.020,MA-2021-37,,VERT,FISH,CC,TISSUE,4347,14.03,9.09,2108,46.14,-30.87,,,,,,,,,,
SIC.HNM.2021.030,CC.HNM.092621.MWT.024,MA-2021-372,,VERT,FISH,CC,TISSUE,4916,14.12,9.04,2475,47.06,-31.45,,,,,,,,,,
SIC.HNM.2021.030,CC.HNM.092621.MWT.026,MA-2021-373,,VERT,FISH,CC,TISSUE,4079,13.95,8.23,2081,46.54,-32.27,,,,,,,,,,
SIC.HNM.2021.030,CC.HNM.092621.MWT.023,MA-2021-374,,VERT,FISH,CC,TISSUE,4343,14,7.61,2225,47.22,-28.66,,,,,,,,,,
SIC.HNM.2021.030,CC.HNM.092621.MWT.022,MA-2021-375,,VERT,FISH,CC,TISSUE,3416,11.66,7.45,1809,40.05,-30.81,,,,,,,,,,
SIC.HNM.2021.031,NRD.HNM.092621.MWT.024,MA-2021-376,,VERT,FISH,NRD,TISSUE,4247,14.24,7.81,2182,48.06,-32.41,,,,,,,,,,
SIC.HNM.2021.030,GS.HNM.092621.MWT.001,MA-2021-377,,VERT,FISH,GS,TISSUE,4447,13.83,7.37,2318,47.52,-30.21,,,,,,,,,,
SIC.HNM.2021.030,CC.HNM.092621.MWT.025,MA-2021-378,,VERT,FISH,CC,TISSUE,4547,13.78,9.16,2362,47.23,-31.77,,,,,,,,,,
SIC.HNM.2021.030,NRD.HNM.092621.MWT.023,MA-2021-379,,VERT,FISH,NRD,TISSUE,3909,13.61,7.5,2012,45.74,-30.68,,,,,,,,,,
SIC.HNM.2021.027,CC.HNM.092621.MWT.012,MA-2021-38,,VERT,FISH,CC,TISSUE,4490,14.02,8.62,2195,46.76,-31.15,,,,,,,,,,
SIC.HNM.2021.032,GS.HNM.092621.MWT.002,MA-2021-380,,VERT,FISH,GS,TISSUE,4022,12.88,6.83,2185,46.04,-29.52,,,,,,,,,,
SIC.COM.2021.003,CC.COM.062421.MWT.007,MA-2021-381,,VERT,FISH,CC,TISSUE,4374,13.64,8.39,2255,46.28,-30.12,,,,,,,,,,
SIC.COM.2021.002,CC.COM.062421.MWT.005,MA-2021-384,,VERT,FISH,CC,TISSUE,3591,12.54,7.44,1854,42.09,-27.92,,,,,,,,,,
SIC.COM.2021.002,CC.COM.062421.MWT.003,MA-2021-385,,VERT,FISH,CC,TISSUE,3756,13.71,8.14,1869,44.38,-27.39,,,,,,,,,,
SIC.COM.2021.001,CC.COM.062421.MWT.001,MA-2021-386,,VERT,FISH,CC,TISSUE,4801,13.82,8.54,2371,44.91,-27.35,,,,,,,,,,
SIC.COM.2021.002,CC.COM.062421.MWT.006,MA-2021-387,,VERT,FISH,CC,TISSUE,4399,13.89,7.63,2235,46.45,-28.06,,,,,,,,,,
SIC.COM.2021.002,CC.COM.062421.MWT.002,MA-2021-388,,VERT,FISH,CC,TISSUE,4081,14.12,7.95,2076,46.6,-28.86,,,,,,,,,,
SIC.COM.2021.004,NRD.COM.062421.MWT.002,MA-2021-389,,VERT,FISH,NRD,TISSUE,4257,14.05,8.15,2188,47.14,-29.18,,,,,,,,,,
SIC.HNM.2021.027,CC.HNM.092621.MWT.021,MA-2021-39,,VERT,FISH,CC,TISSUE,4594,13.8,8.5,2246,46.21,-30.58,,,,,,,,,,
SIC.COM.2021.002,NRD.COM.062421.MWT.001,MA-2021-390,,VERT,FISH,NRD,TISSUE,3698,12.87,7.8,2047,46.48,-27.53,,,,,,,,,,
SIC.PRL.2020.003,LLS.PRL.6232021.GLN.002,MA-2021-391,,VERT,FISH,LLS,TISSUE,4376,13.49,7.16,2219,44.61,-25.54,,,,,,,,,,
SIC.PRL.2020.005,LLS.PRL.6232021.GLN.003,MA-2021-392,,VERT,FISH,LLS,TISSUE,4607,14.35,7.19,2296,46.76,-25.47,,,,,,,,,,
SIC.PRL.2021.009,BND.PRL.070121.MWT.001,MA-2021-393,,VERT,FISH,BND,TISSUE,4356,14.22,9.16,2256,47.95,-28.61,,,,,,,,,,
SIC.PRL.2020.006,CC.PRL.062321.MWT.003,MA-2021-394,,VERT,FISH,CC,TISSUE,3826,13.79,7.75,1947,45.43,-24.43,,,,,,,,,,
SIC.PRL.2020.007,ST.PRL.062321.MWT.001,MA-2021-395,,VERT,FISH,ST,TISSUE,4705,13.95,6.73,2452,47.4,-26.61,,,,,,,,,,
SIC.PRL.2020.008,ST.PRL.062321.MWT.002,MA-2021-396,,VERT,FISH,ST,TISSUE,4466,14.25,7.44,2290,47.3,-24.86,,,,,,,,,,
SIC.PRL.2020.006,CC.PRL.062321.MWT.001,MA-2021-397,,VERT,FISH,CC,TISSUE,3954,13.52,8.62,2071,45.48,-23.85,,,,,,,,,,
SIC.PRL.2020.006,CC.PRL.062321.MWT.004,MA-2021-398,,VERT,FISH,CC,TISSUE,4069,13.58,8.63,2191,47.36,-24.56,,,,,,,,,,
SIC.PRL.2020.003,LLS.PRL.6232021.GLN.001,MA-2021-399,,VERT,FISH,LLS,TISSUE,4363,14.13,7.1,2245,46.96,-25.92,,,,,,,,,,
SIC.LOP.2020.005,NRD.LOP.081720.MWT.004,MA-20-214,1,VERT,FISH,NRD,TISSUE,9079,15.86,6.19,3750,52.62,-26.36,,,,,,,,,,
SIC.WFL.2021.008,RBS.WFL.091021.MWT.011,MA-2021-4,,VERT,FISH,RBS,TISSUE,4797,14.62,10.55,2253,46.91,-27.14,,,,,,,,,,
SIC.HNM.2021.027,CC.HNM.092621.MWT.016,MA-2021-40,,VERT,FISH,CC,TISSUE,4871,13.85,8.81,2386,46.56,-31.17,,,,,,,,,,
SIC.PRL.2020.006,CC.PRL.062321.MWT.002,MA-2021-400,,VERT,FISH,CC,TISSUE,4179,13.96,8.55,2145,46.13,-24.11,,,,,,,,,,
SIC.TPP.2021.007,GS.TPP.062621.MWT.006.,MA-2021-406,,VERT,FISH,GS,TISSUE,4106,14.13,4.3,2051,46.21,-33.68,,,,,,,,,,
SIC.TPP.2021.007,GS.TPP.062621.MWT.007,MA-2021-407,,VERT,FISH,GS,TISSUE,4531,13.89,7.37,2317,47.07,-31.9,,,,,,,,,,
SIC.TPP.2021.007,GS.TPP.062621.MWT.005,MA-2021-408,,VERT,FISH,GS,TISSUE,4751,14,7.85,2387,46.3,-32.07,,,,,,,,,,
SIC.TPP.2021.005,GS.TPP.062621.MWT.003,MA-2021-409,,VERT,FISH,GS,TISSUE,4907,14.15,8.06,2475,47.28,-32.4,,,,,,,,,,
SIC.HNM.2021.027,CC.HNM.092621.MWT.014,MA-2021-41,,VERT,FISH,CC,TISSUE,4622,14.05,9.22,2237,46.56,-30.46,,,,,,,,,,
SIC.TPP.2021.005,GS.TPP.062621.MWT.001,MA-2021-410,,VERT,FISH,GS,TISSUE,4603,14.34,5.34,2290,47.17,-32.45,,,,,,,,,,
SIC.TPP.2021.004,NRD.TPP.062621.MWT.002,MA-2021-411,,VERT,FISH,NRD,TISSUE,4517,13.61,7.14,2284,45.48,-29.41,,,,,,,,,,
SIC.TPP.2021.005,GS.TPP.062621.MWT.002,MA-2021-412,,VERT,FISH,GS,TISSUE,4280,14.14,7.52,2164,47.15,-32.18,,,,,,,,,,
SIC.TPP.2021.008,NRD.TPP.062621.MWT.007,MA-2021-413,,VERT,FISH,NRD,TISSUE,4447,12.28,7.1,2341,42.92,-30.5,,,,,,,,,,
SIC.TPP.2021.005,GS.TPP.062621.MWT.004,MA-2021-414,,VERT,FISH,GS,TISSUE,4304,13.55,7.47,2185,45.32,-31.84,,,,,,,,,,
SIC.TPP.2021.006,NRD.TPP.062621.MWT.005,MA-2021-415,,VERT,FISH,NRD,TISSUE,4223,13.54,7.17,2155,45.59,-29.22,,,,,,,,,,
SIC.TPP.2021.004,NRD.TPP.062621.MWT.003,MA-2021-416,,VERT,FISH,NRD,TISSUE,4374,13.3,7.22,2277,45.9,-30.33,,,,,,,,,,
SIC.TPP.2021.004,NRD.TPP.062621.MWT.004,MA-2021-417,,VERT,FISH,NRD,TISSUE,4451,13.5,7.07,2263,45.63,-30.41,,,,,,,,,,
SIC.HNM.2021.027,CC.HNM.092621.MWT.019,MA-2021-42,,VERT,FISH,CC,TISSUE,5062,13.92,8.71,2441,46.55,-30.51,,,,,,,,,,
SIC.TPP.2021.008,CC.TPP.062621.MWT.006,MA-2021-420,,VERT,FISH,CC,TISSUE,4235,13.71,5.95,2167,46.34,-30.22,,,,,,,,,,
SIC.TPP.2021.011,BND.TPP.062821.MWT.002,MA-2021-421,,VERT,FISH,BND,TISSUE,4056,13.01,5.75,2188,46.48,-29.14,,,,,,,,,,
SIC.TPP.2021.012,BND.TPP.062821.MWT.003,MA-2021-422,,VERT,FISH,BND,TISSUE,4236,12.84,6.48,2396,48.61,-29.94,,,,,,,,,,
SIC.TPP.2021.010,BND.TPP.062821.MWT.001,MA-2021-423,,VERT,FISH,BND,TISSUE,3881,13.49,6.44,2008,45.9,-29.6,,,,,,,,,,
SIC.HNM.2021.027,CC.HNM.092621.MWT.018,MA-2021-43,,VERT,FISH,CC,TISSUE,5236,14.08,9.53,2510,46.83,-31.75,,,,,,,,,,
SIC.HNM.2021.027,NRD.HNM.092621.MWT.015,MA-2021-44,,VERT,FISH,NRD,TISSUE,5012,14.02,9.58,2475,48.01,-32.71,,,,,,,,,,
SIC.HNM.2021.027,NRD.HNM.092621.MWT.014,MA-2021-45,,VERT,FISH,NRD,TISSUE,4522,13.81,8.58,2265,47.49,-31.11,,,,,,,,,,
SIC.HNM.2021.027,NRD.HNM.092621.MWT.017,MA-2021-46,,VERT,FISH,NRD,TISSUE,4991,14.26,9.55,2408,47.29,-31.03,,,,,,,,,,
SIC.HNM.2021.027,NRD.HNM.092621.MWT.018,MA-2021-47,,VERT,FISH,NRD,TISSUE,5000,14.28,7.49,2372,46.45,-30.76,,,,,,,,,,
SIC.HNM.2021.029,NRD.HNM.092621.MWT.022,MA-2021-48,,VERT,FISH,NRD,TISSUE,4468,14,9.34,2250,48.17,-31.07,,,,,,,,,,
SIC.HNM.2021.028,NRD.HNM.092621.MWT.020,MA-2021-49,,VERT,FISH,NRD,TISSUE,4390,13.93,8.48,2228,48.38,-30.3,,,,,,,,,,
SIC.LOP.2020.005,NRD.LOP.081720.MWT.005,MA-20-215,1,VERT,FISH,NRD,TISSUE,7794,13.76,6.28,3319,46.58,-26.66,,,,,,,,,,
SIC.WFL.2021.008,RBS.WFL.091021.MWT.010,MA-2021-5,,VERT,FISH,RBS,TISSUE,4611,14.32,8.96,2214,47.05,-27.63,,,,,,,,,,
SIC.HNM.2021.027,NRD.HNM.092621.MWT.012,MA-2021-50,,VERT,FISH,NRD,TISSUE,4674,14.08,7.8,2311,47.69,-32.51,,,,,,,,,,
SIC.HNM.2021.029,NRD.HNM.092621.MWT.021,MA-2021-51,,VERT,FISH,NRD,TISSUE,4411,13.73,9.55,2234,47.53,-31.28,,,,,,,,,,
SIC.HNM.2021.027,NRD.HNM.092621.MWT.013,MA-2021-52,,VERT,FISH,NRD,TISSUE,4783,14.15,9.98,2359,48.04,-31.55,,,,,,,,,,
SIC.HNM.2021.027,NRD.HNM.092621.MWT.016,MA-2021-53,,VERT,FISH,NRD,TISSUE,4719,13.88,7.82,2369,47.79,-30.9,,,,,,,,,,
SIC.HNM.2021.027,NRD.HNM.092621.MWT.019,MA-2021-54,,VERT,FISH,NRD,TISSUE,4506,14.03,8.71,2251,47.95,-32.24,,,,,,,,,,
SIC.HNM.2021.012,NPD.HNM.092521.MWT.004,MA-2021-55,,VERT,FISH,NPD,TISSUE,4083,13.78,7.86,2055,47.21,-34.4,,,,,,,,,,
SIC.HNM.2021.012,NPD.HNM.092521.MWT.002,MA-2021-56,,VERT,FISH,NPD,TISSUE,4914,13.55,8.61,2567,49.12,-35.06,,,,,,,,,,
SIC.COM.2021.015,NRD.COM.081121.MWT.005,MA-2021-567,,VERT,FISH,NRD,TISSUE,5280,13.76,7.49,2563,47.24,-29.6,,,,,,,,,,
SIC.COM.2021.015,NRD.COM.081121.MWT.007,MA-2021-568,,VERT,FISH,NRD,TISSUE,5223,13.63,7.52,2553,47.29,-28.95,,,,,,,,,,
SIC.COM.2021.015,NRD.COM.081121.MWT.006,MA-2021-569,,VERT,FISH,NRD,TISSUE,4589,14.03,7.68,2190,46.84,-29.45,,,,,,,,,,
SIC.HNM.2021.013,NPD.HNM.092521.MWT.007,MA-2021-57,,VERT,FISH,NPD,TISSUE,5083,14.06,7.8,2495,47.75,-34.22,,,,,,,,,,
SIC.PRL.2021.018,CC.PRL.081021.MWT.001,MA-2021-570,,VERT,FISH,CC,TISSUE,4542,13.77,7.87,2173,46.11,-25.06,,,,,,,,,,
SIC.PRL.2021.018,CC.PRL.081021.MWT.010,MA-2021-571,,VERT,FISH,CC,TISSUE,4933,14.49,8.09,2327,47.84,-24.91,,,,,,,,,,
SIC.PRL.2021.018,CC.PRL.081021.MWT.006,MA-2021-572,,VERT,FISH,CC,TISSUE,4545,13.84,7.14,2184,46.45,-24.74,,,,,,,,,,
SIC.PRL.2021.018,CC.PRL.081021.MWT.008,MA-2021-573,,VERT,FISH,CC,TISSUE,4870,13.83,7.46,2329,46.65,-24.11,,,,,,,,,,
SIC.PRL.2021.018,CC.PRL.081021.MWT.004,MA-2021-574,,VERT,FISH,CC,TISSUE,4577,13.18,7.76,2169,43.79,-24.22,,,,,,,,,,
SIC.PRL.2021.018,CC.PRL.081021.MWT.009,MA-2021-575,,VERT,FISH,CC,TISSUE,5264,13.96,8.19,2507,47.04,-24.03,,,,,,,,,,
SIC.PRL.2021.018,CC.PRL.081021.MWT.003,MA-2021-576,,VERT,FISH,CC,TISSUE,5161,14.07,7,2423,46.44,-25.27,,,,,,,,,,
SIC.PRL.2021.018,CC.PRL.081021.MWT.002,MA-2021-577,,VERT,FISH,CC,TISSUE,5129,13.84,8.08,2429,46.18,-24.05,,,,,,,,,,
SIC.PRL.2021.018,CC.PRL.081021.MWT.011,MA-2021-578,,VERT,FISH,CC,TISSUE,5399,13.9,6.75,2578,47.08,-26.66,,,,,,,,,,
SIC.PRL.2021.018,CC.PRL.081021.MWT.005,MA-2021-579,,VERT,FISH,CC,TISSUE,5021,13.8,7.28,2435,47.03,-26.5,,,,,,,,,,
SIC.HNM.2021.012,FSD-NRD.HNM.092521.MWT.001,MA-2021-58,,VERT,FISH,FSD-NRD,TISSUE,4933,14.22,8.83,2389,47.4,-33.8,,,,,,,,,,
SIC.PRL.2021.018,CC.PRL.081021.MWT.007,MA-2021-580,,VERT,FISH,CC,TISSUE,4719,13.98,6.84,2238,46.43,-25.15,,,,,,,,,,
SIC.COM.2021.014,CC.COM.081121.MWT.005,MA-2021-581,,VERT,FISH,CC,TISSUE,4748,14.22,8.19,2230,46.84,-29.16,,,,,,,,,,
SIC.COM.2021.014,CC.COM.081121.MWT.004,MA-2021-582,,VERT,FISH,CC,TISSUE,4347,13.61,7.93,2116,46.12,-28.51,,,,,,,,,,
SIC.COM.2021.013,NRD.COM.081121.MWT.001,MA-2021-583,,VERT,FISH,NRD,TISSUE,4383,13.19,7.71,2167,45.44,-29.34,,,,,,,,,,
SIC.COM.2021.014,NRD.COM.081121.MWT.003,MA-2021-584,,VERT,FISH,NRD,TISSUE,4769,12.25,7.78,2274,40.9,-28.46,,,,,,,,,,
SIC.COM.2021.014,NRD.COM.081121.MWT.002,MA-2021-585,,VERT,FISH,NRD,TISSUE,4462,13.86,6.82,2187,47.53,-30.03,,,,,,,,,,
SIC.PRL.2021.018,BND.PRL.081021.MWT.005,MA-2021-586,,VERT,FISH,BND,TISSUE,4468,13.54,8.03,2255,47.86,-26.62,,,,,,,,,,
SIC.PRL.2021.017,BND.PRL.081021.MWT.003,MA-2021-587,,VERT,FISH,BND,TISSUE,4579,13.93,7.07,2237,47.6,-28.15,,,,,,,,,,
SIC.PRL.2021.017,BND.PRL.081021.MWT.002,MA-2021-589,,VERT,FISH,BND,TISSUE,4770,13.02,7.54,2530,48.85,-25.53,,,,,,,,,,
SIC.HNM.2021.013,NPD.HNM.092521.MWT.005,MA-2021-59,,VERT,FISH,NPD,TISSUE,4356,13.81,9.17,2214,47.95,-35.69,,,,,,,,,,
SIC.PRL.2021.017,BND.PRL.081021.MWT.004,MA-2021-590,,VERT,FISH,BND,TISSUE,4341,13.34,6.62,2280,49.01,-27,,,,,,,,,,
SIC.PRL.2021.017,BND.PRL.081021.MWT.001,MA-2021-591,,VERT,FISH,BND,TISSUE,4860,13.41,7.34,2480,48.24,-25.6,,,,,,,,,,
SIC.COM.2021.007,NRD.COM.081021.MWT.002,MA-2021-592,,VERT,FISH,NRD,TISSUE,4538,13.95,7.62,2191,47.13,-29.23,,,,,,,,,,
SIC.COM.2021.007,NRD.COM.081021.MWT.003,MA-2021-593,,VERT,FISH,NRD,TISSUE,4891,13.91,7.97,2376,47.56,-30.17,,,,,,,,,,
SIC.COM.2021.012,NRD.COM.081021.MWT.004,MA-2021-594,,VERT,FISH,NRD,TISSUE,5068,13.77,7.07,2451,46.92,-29.97,,,,,,,,,,
SIC.PRL.2021.022,BND.PRL.081121.MWT.013,MA-2021-595,,VERT,FISH,BND,TISSUE,4706,13.67,7.44,2363,48.06,-25,,,,,,,,,,
SIC.PRL.2021.021,BND.PRL.081121.MWT.011,MA-2021-596,,VERT,FISH,BND,TISSUE,3800,11.64,7.35,2157,45.98,-25.2,,,,,,,,,,
SIC.PRL.2021.021,BND.PRL.081121.MWT.009,MA-2021-597,,VERT,FISH,BND,TISSUE,4654,13.19,6.91,2462,49.08,-27.01,,,,,,,,,,
SIC.PRL.2021.021,BND.PRL.081121.MWT.012,MA-2021-598,,VERT,FISH,BND,TISSUE,4615,13.46,6.8,2351,47.99,-25.36,,,,,,,,,,
SIC.PRL.2021.021,BND.PRL.081121.MWT.007,MA-2021-599,,VERT,FISH,BND,TISSUE,5128,13.69,8.2,2490,46.83,-25.23,,,,,,,,,,
SIC.LOP.2020.005,NRD.LOP.081720.MWT.006,MA-20-216,1,VERT,FISH,NRD,TISSUE,6817,13.99,6.22,2890,46.87,-27.65,,,,,,,,,,
SIC.WFL.2021.008,RBS.WFL.091021.MWT.009,MA-2021-6,,VERT,FISH,RBS,TISSUE,4640,14.38,7.98,2220,46.98,-28.36,,,,,,,,,,
SIC.HNM.2021.013,NPD.HNM.092521.MWT.006,MA-2021-60,,VERT,FISH,NPD,TISSUE,4817,13.95,7.99,2363,47.02,-32.72,,,,,,,,,,
SIC.PRL.2021.021,BND.PRL.081121.MWT.008,MA-2021-600,,VERT,FISH,BND,TISSUE,4827,13.69,7.72,2414,48,-23.04,,,,,,,,,,
SIC.PRL.2021.021,BND.PRL.081121.MWT.005,MA-2021-601,,VERT,FISH,BND,TISSUE,4661,13.8,7.13,2305,47.78,-23.35,,,,,,,,,,
SIC.PRL.2021.021,BND.PRL.081121.MWT.006,MA-2021-602,,VERT,FISH,BND,TISSUE,4698,14.01,6.92,2237,46.7,-23.34,,,,,,,,,,
SIC.PRL.2021.021,BND.PRL.081121.MWT.010,MA-2021-603,,VERT,FISH,BND,TISSUE,4372,13.65,7.93,2143,46.55,-24.25,,,,,,,,,,
SIC.PRL.2021.020,LLS.PRL.8112021.GLN.001,MA-2021-604,,VERT,FISH,LLS,TISSUE,4590,12.87,6.03,2547,50.34,-28.73,,,,,,,,,,
SIC.PRL.2021.020,LLS.PRL.8112021.GLN.002,MA-2021-605-1,,VERT,FISH,LLS,TISSUE,4258,13.29,6.43,2233,48.64,-27.52,,,,,,,,,,
SIC.PRL.2021.020,LLS.PRL.8112021.GLN.002,MA-2021-605-2,,VERT,FISH,LLS,TISSUE,4825,13.38,6.2,2461,47.93,-27.54,,,,,,,,,,
SIC.PRL.2021.020,LLS.PRL.8112021.GLN.003,MA-2021-606,,VERT,FISH,LLS,TISSUE,4563,13.54,6.1,2266,46.88,-27.27,,,,,,,,,,
SIC.PRL.2021.020,LLS.PRL.8112021.GLN.004,MA-2021-607,,VERT,FISH,LLS,TISSUE,4728,12.49,6.44,2707,50.62,-28.6,,,,,,,,,,
SIC.PRL.2021.020,ST.PRL.8112021.GLN.002,MA-2021-608,,VERT,FISH,ST,TISSUE,4306,12.27,9.94,2507,50.31,-27.41,,,,,,,,,,
SIC.PRL.2021.020,ST.PRL.8112021.GLN.003,MA-2021-609,,VERT,FISH,ST,TISSUE,4622,13.44,10.04,2317,47.03,-29.45,,,,,,,,,,
SIC.HNM.2021.012,NPD.HNM.092521.MWT.001,MA-2021-61,,VERT,FISH,NPD,TISSUE,4856,14.05,8.5,2427,48.33,-34.25,,,,,,,,,,
SIC.LML.2021.009,MM.LML.092221.BEF.011,MA-2021-610-1,,VERT,FISH,MM,TISSUE,4847,13.51,5.89,2422,47.39,-27.27,,,,,,,,,,
SIC.LML.2021.016,MM.LML.092221.BEF.011,MA-2021-610-2,1,VERT,FISH,MM,TISSUE,4847,13.51,5.89,2422,47.39,-27.27,,,,,,,,,,
SIC.LML.2021.009,MM.LML.092221.BEF.012,MA-2021-611-1,,VERT,FISH,MM,TISSUE,5067,13.88,6.32,2440,46.94,-25.17,,,,,,,,,,
SIC.LML.2021.016,MM.LML.092221.BEF.012,MA-2021-611-2,1,VERT,FISH,MM,TISSUE,5067,13.88,6.32,2440,46.94,-25.17,,,,,,,,,,
SIC.LML.2021.016,MM.LML.092221.BEF.012,MA-2021-611-3,1,VERT,FISH,MM,OTOLITH,,,,,,-13.1,0,,,,64,,,-8,0,
SIC.LML.2021.009,WS.LML.092221.BEF.004,MA-2021-612-1,,VERT,FISH,WS,TISSUE,5321,13.84,4.9,2490,45.58,-21.54,,,,,,,,,,
SIC.LML.2021.016,WS.LML.092221.BEF.004,MA-2021-612-2,1,VERT,FISH,WS,TISSUE,5321,13.84,4.9,2490,45.58,-21.54,,,,,,,,,,
SIC.LML.2021.016,WS.LML.092221.BEF.004,MA-2021-612-3,1,VERT,FISH,WS,OTOLITH,,,,,,-11.68,0,,,,28,,,-9,0,
SIC.HNM.2021.012,NPD.HNM.092521.MWT.003,MA-2021-62,,VERT,FISH,NPD,TISSUE,4881,13.69,7.31,2486,47.95,-33.21,,,,,,,,,,
SIC.HAL.2021.001,RS.HAL.052621.BEF.001,MA-2021-621,,VERT,FISH,RS,TISSUE,4926,13.59,8.17,2425,47.03,-26.19,,,,,,,,,,
SIC.HAL.2021.001,RS.HAL.052621.BEF.002,MA-2021-622,,VERT,FISH,RS,TISSUE,4387,13.36,7.93,2247,47.77,-26.97,,,,,,,,,,
SIC.HAL.2021.001,RS.HAL.052621.BEF.003,MA-2021-623,,VERT,FISH,RS,TISSUE,5069,13.32,7.99,2551,47.2,-27.03,,,,,,,,,,
SIC.HAL.2021.001,RS.HAL.052621.BEF.004,MA-2021-624,,VERT,FISH,RS,TISSUE,4637,13.57,8.47,2261,46.15,-25.78,,,,,,,,,,
SIC.HAL.2021.001,RS.HAL.052621.BEF.005,MA-2021-625,,VERT,FISH,RS,TISSUE,4866,13.44,8.65,2417,46.88,-26.33,,,,,,,,,,
